college_id,college_name,university_name,institution_type,ownership,state,city,district,address,latitude,longitude,established_year,accreditation,degrees,branches,total_approved_intake,faculty_count,student_count,student_faculty_ratio,placement_rate,median_package_lpa,average_package_lpa,highest_package_lpa,placed_students_count,graduated_students_count,higher_studies_rate,tuition_fee_annual,hostel_fee_annual,estimated_total_cost_annual,hostel_available,pcs_accessibility_score,distance_to_major_city_km,data_source,data_year,academic_indicators,recruiting_companies,internship_information,scholarship_information,campus_area_acres,library_facility,laboratories_facility,sports_facilities,medical_facilities,internet_connectivity,other_facilities,public_transport_information,clubs_and_societies,cultural_events,extracurricular_activities,data_source_url,has_placement_data,data_confidence,is_derived
1-44643945478,IDEAL INSTITUTE OF MANAGEMENT AND TECHNOLOGY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,East Delhi,EAST DELHI,PLOT NO. 16-X KARKARDOOMA INSTITUTIONAL AREA,,,,AICTE Approved,Under Graduate,Bba; Bca,210,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644839334,COMM IT CAREER ACADEMY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South Delhi,SOUTH DELHI,"FC 31, AWADH BHAWAN, PRESS ENCLAVE ROAD, SHEIKH SARAI, PHASE II",,,,AICTE Approved,Under Graduate,Bba; Bca,110,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642305541,RUKMINI DEVI INSTITUTE OF ADVANCED STUDIES,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,"2A & 2B, PHASE-I, MADHUBAN CHOWK, ROHINI",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Mba,540,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643791902,FAIRFIELD INSTITUTE OF MANAGEMENT AND TECHNOLOGY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South West Delhi,SOUTH WEST DELHI,"1037/1 FIMT INSTITUTIONAL CAMPUS, BIJWASAN ROAD KAPASHERA NEW DELHI",,,,AICTE Approved,Under Graduate,Artificial Intelligence And Machine Learning; Bba; Bca; Computer Science & Engineering; Electronics & Communication Engg; Information Technology,390,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644317937,SRI GURU TEGH BAHADUR INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,PLOT NO 24 ADJACENT TO GURDWARANANAK PIAO STATE BANK COLONY NEAR MODEL TOWN METRO STATION,,,,AICTE Approved,Under Graduate,Bba; Bca,600,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644033523,KALKA INSTITUTE FOR RESEARCH AND ADVANCED STUDIES,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South Delhi,SOUTH DELHI,"KPS CAMPUS, ALAKNANDA, NEW DELHI",,,,AICTE Approved,Under Graduate,Bca,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44641321420,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY,NOT APPLICABLE,State Government University,Government,Delhi,South West Delhi,SOUTH WEST DELHI,"AZAD HIND FAUJ MARG, SECTOR-3, DWARKA, NEW DELHI-110078",,,,AICTE Approved,Post Graduate; Under Graduate,Biochemical Engineering; Bioinformatics; Biotechnology; Cad Cam; Computer Science & Engineering; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence ); Computer Science And Engineering (Data Science); Electrical Engineering; Electronics And Communications Engineering,1572,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643617013,BHAGWAN PARSHURAM INSTITUTE OF TECHNOLOGY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North Delhi,NORTH DELHI,"PSP AREA-4, SECTOR-17,(OPP. SEC-11), ROHINI, DELHI-110089",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Computer Science And Engineering; Computer Science And Engineering (Data Science); Electrical And Electronics Engineering; Electronics And Communications Engineering; Information Technology; Mba,780,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644076981,TRINITY INSTITUTE OF PROFESSIONAL STUDIES,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South West Delhi,SOUTH WEST DELHI,SECTOR-9 DWARKA INSTITUTIONAL AREA,,,,AICTE Approved,Under Graduate,Bba; Bca,360,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643587791,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,MSIT C-4 JANAKPURI NEW DELHI- 110058,,,,AICTE Approved,Under Graduate,Computer Science & Engineering; Computer Science And Engineering; Electrical And Electronics Engineering; Electronics & Communication Engg; Information Technology,780,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44641395251,BANARSIDAS CHANDIWALA INSTITUTE OF INFORMATION TECHNOLOGY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South Delhi,SOUTH DELHI,CHANDIWALA ESTATE  MAA ANAND MAI MARG  KALKAJI NEW DELHI,,,,AICTE Approved,Post Graduate; Under Graduate,Bca; Masters In Computer Applications,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643833931,INSTITUTE OF INNOVATION IN TECHNOLOGY AND MANAGEMENT,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,West Delhi,WEST DELHI,D-27 28 INSTITUTIONAL AREA JANAKPURI,,,,AICTE Approved,Under Graduate,Bba; Bca,600,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644888486,MBS COLLEGE,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South West Delhi,SOUTH WEST DELHI,SECTOR 9 PSP AREA,,,,AICTE Approved,Under Graduate,Bba; Bca,180,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642746160,BHARATI VIDYAPEETH'S INSTITUTE OF COMPUTER APPLICATIONS AND MANAGEMENT,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,West Delhi,WEST DELHI,"A-4, PASCHIM VIHAR, ROHTAK ROAD, NEW DELHI",,,,AICTE Approved,Post Graduate,Masters In Computer Applications,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44639580025,GURU TEGH BAHADUR 4TH CENTENARY ENGINEERING COLLEGE,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South Delhi,SOUTH DELHI,"GURU TEGH BAHADUR POLYTECHNIC INSTITUTE, G-8 AREA, RAJOURI GARDEN, NEW DELHI-110027",,,,AICTE Approved,Under Graduate,Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Computer Science And Engineering (Data Science); Electronics And Communication Engineering; Information Technology,360,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44641608568,COLLEGE OF ART,"University of Delhi, Delhi",Government,Government,Delhi,East Delhi,EAST DELHI,20-22 TILAK MARG,,,,AICTE Approved,Post Graduate; Under Graduate,Fine Arts,255,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642894027,TECNIA INSTITUTE OF ADVANCED STUDIES,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,3 PSP INSTITUTIONAL AREA MADHUBAN CHOWK ROHINI NEW DELHI,,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Bca; Masters In Computer Applications; Mba,660,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44636971034,INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN,NOT APPLICABLE,State Government University,Government,Delhi,Central Delhi,CENTRAL DELHI,"KASHMERE GATE, DELHI",,,,AICTE Approved,Post Graduate; Under Graduate,Artificial Intelligence And Data Science; Artificial Intelligence And Machine Learning; Computer Science & Engineering; Computer Science And Engineering (Artificial Intelligence ); Computer Science And Engineering (Artificial Intelligence); Cyber Security; Electronics And Communication Engineering; Electronics And Communication Engineering (Artificial Intelligence); Electronics And Communication(Vlsi Design); Information Technology,1375,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643854097,MAHARAJA AGRASEN INSTITUTE OF MANAGEMENT STUDIES,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,"MAHARAJA AGRASEN CHOWK, ROHINI SECTOR-22",,,,AICTE Approved,Under Graduate,Bba; Bca,480,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44638297365,JAGAN INSTITUTE OF MANAGEMENT STUDIES,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,"3, INSTITUTIONAL AREA, SECTOR-5, ROHINI",,,,AICTE Approved,Fellowship; Post Graduate; Post Graduate Diploma; Under Graduate,Bba; Bca; Fellow Program In Management; Masters In Computer Applications; Pgdm; Pgdm (International Business); Pgdm (Retail Management),730,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643453540,GURU NANAK INSTITUTE OF MANAGEMENT,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,West Delhi,WEST DELHI,"ROAD NO. 75, WEST PUNJABI BAGH",,,,AICTE Approved,Post Graduate,Masters In Computer Applications,90,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643860255,KASTURI RAM COLLEGE OF HIGHER EDUCATION,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North Delhi,NORTH DELHI,"KURENI MOD, NEAR NEW ANAJ MANDI, NARELA",,,,AICTE Approved,Under Graduate,Bba; Bca,160,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44639659250,JAMIA MILLIA ISLAMIA (A CENTRAL UNIVERSITY),NOT APPLICABLE,Central University,Government,Delhi,South Delhi,SOUTH DELHI,"FACULTY OF ENGINEERING & TECHONOLOGY JAMIA MILLIA ISLAMIA MAULANA MOHAMMED ALI JAUHAR MARG JAMIA NAGAR, NEW DELHI-110025",,,,AICTE Approved,Post Graduate; Under Graduate,Civil Engineering; Computer Engineering; Computer Science And Engineering (Data Science); Control And Instrumentation; Earthquake Engineering; Electrical And Computer Engineering; Electrical Engineering; Electrical Power Systems; Electronics & Communication Engg; Electronics And Communcation Engineering,981,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643789953,BHARATIYA VIDYA BHAVAN,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,New Delhi,NEW DELHI,KASTURBA GANDHI MARG,,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44641662658,JAGANNATH INTERNATIONAL MANAGEMENT SCHOOL,NOT APPLICABLE,Private-Self Financing,Private,Delhi,South Delhi,SOUTH DELHI,"MOR, POCKET-105, KALKAJI, NEW DELHI-110019",,,,AICTE Approved,Post Graduate Diploma; Under Graduate,Bba; Pgdm; Pgdm(International Business),300,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44638922900,INDRAPRASTHA INSTITUTE OF INFORMATION TECHNOLOGY DELHI,NOT APPLICABLE,State Government University,Government,Delhi,South Delhi,SOUTH DELHI,"INDRAPRASTHA INSTITUTE OF INFORMATION TECHNOLOGY - DELHI (IIIT-DELHI) OKHLA INDUSTRIAL ESTATE,PHASE III (NEAR GOVIND PURI METRO STATION)",,,,AICTE Approved,Post Graduate; Under Graduate,Artificial Intelligence (Ai); Computational Biology; Computer Science And Applied Mathematics; Computer Science And Biosciences; Computer Science And Design; Computer Science And Engineering; Computer Science And Social Sciences; Electronics And Communications Engineering; Electronics Engineering (Vlsi Design And Technology),780,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44638746300,DELHI PHARMACEUTICAL SCIENCES AND RESEARCH UNIVERSITY,NOT APPLICABLE,State Government University,Government,Delhi,South Delhi,SOUTH DELHI,"PUSHP VIHAR SECTOR-III, M.B. ROAD, NEW DELHI",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Mba (Health Care And Hospital Management); Mba (International Trade Management); Mba (Pharmaceutical Management ),130,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44638902800,VIVEKANANDA INSTITUTE OF PROFESSIONAL STUDIES- TECHNICAL CAMPUS,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North Delhi,NORTH DELHI,"AU BLOCK (OUTER RING ROAD), PITAMPURA, DELHI- 110088",,,,AICTE Approved,Post Graduate; Under Graduate,Artificial Intelligence (Ai) And Data Science; Artificial Intelligence And Machine Learning; Bba; Bca; Computer Science And Applied Mathematics; Computer Science And Engineering; Computer Science And Engineering (Cyber Security); Electronics Engineering (Vlsi Design And Technology); Industrial Iot; Master Of Computer Applications,1740,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643541236,BANARSIDAS CHANDIWALA INSTITUTE OF PROFESSIONAL STUDIES,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,"PLOT NO 9, SECTOR 11, DWARKA, NEW DELHI  110075",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Mba,240,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642997069,"BHARATI VIDYAPEETH UNIVERSITY INSTITUTE OF MANAGEMENT AND RESEARCH, NEW DELHI",NOT APPLICABLE,Deemed to be University(Pvt),Private,Delhi,New Delhi,NEW DELHI,"A - 4, PASCHIM VIHAR, MAIN ROHTAK ROAD, NEAR ORDINANCE DEPOT, NEW DELHI - 110063",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Bca; Mba,660,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44640584550,GITARATTAN INTERNATIONAL BUSINESS SCHOOL,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,"PSP 2A & 2B COMPLEX-II, MADHUBAN CHOWK, ROHINI",,,,AICTE Approved,Integrated; Post Graduate; Under Graduate,Bba; Bba/Mba; Mba; Mba(International Business),780,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44639757485,NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY WEST CAMPUS,Netaji Subhas University of Technology,State Government University,Government,Delhi,South West Delhi,SOUTH WEST DELHI,BEHIND RAO TULA RAM HOSPITAL JAFFARPUR DELHI-110073,,,,AICTE Approved,Post Graduate; Under Graduate,Civil Engineering; Geo Informatics; Mechanical Engineering; Structural Engineering,210,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44641879420,MAHARAJA AGRASEN INSTITUTE OF TECHNOLOGY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,West Delhi,WEST DELHI,"AGRASEN CHOWK, PSP AREA, PLOT NO. - 1, SECTOR - 22, ROHINI",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Computer Science And Engineering (Artificial Intelligence); Computer Science And Engineering (Data Science); Computer Science And Technology; Electrical And Electronics Engineering; Electronics And Communication(Advanced Communication Technology); Electronics And Communications Engineering; Electronics Engineering (Vlsi Design And Technology),1680,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643823340,DELHI SCHOOL OF PROFESSIONAL STUDIES AND RESEARCH,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,"9, INSTITUTIONAL AREA, SECTOR 25, ROHINI, DELHI, 110085",,,,AICTE Approved,Under Graduate,Bba; Bca,200,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644343279,INSTITUTE OF MARKETING AND MANAGEMENT BUSINESS SCHOOL,SELF,Private-Self Financing,Private,Delhi,South Delhi,SOUTH DELHI,"B-11, QUTAB INSTITUTIONAL AREA",,,,AICTE Approved,Under Graduate,Bba,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44638940673,INDIAN INSTITUTE OF FOREIGN TRADE,"Indian Institute of Foreign Trade, New Delhi",Government,Government,Delhi,South Delhi,SOUTH DELHI,"B-21, QUTAB INSTITUTIONAL AREA",,,,AICTE Approved,Post Graduate; Post Graduate Certificate; Post Graduate Diploma,Executive Pgdm Online; Mba (Business Analytics); Mba (International Business); Mba(International Business) Online; Pgcm (Human Resource Management); Pgcm (International Business); Pgdm (Human Resource Development And Management); Pgdm (International Business),1360,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643798048,NEW DELHI INSTITUTE OF MANAGEMENT. DELHI,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,South Delhi,SOUTH DELHI,"60-61, TUGHLAKABAD INSTITUIONAL AREA,",,,,AICTE Approved,Under Graduate,Bba; Bca,360,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644941764,CHANDERPRABHU JAIN COLLEGE OF HIGHER STUDIES AND SCHOOL OF LAW,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North West Delhi,NORTH WEST DELHI,"PLOT NO. OCF, SECTOR A-8",,,,AICTE Approved,Under Graduate,Bba; Bca,270,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643019565,GURU TEGH BAHADUR INSTITUTE OF TECHNOLOGY,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,New Delhi,NEW DELHI,G - 8 AREA RAJOURI GARDEN,,,,AICTE Approved,Under Graduate,Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Computer Science And Engineering (Data Science); Electronics And Communications Engineering; Information Technology,720,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644746203,SIRIFORT INSTITUTE OF MANAGEMENT STUDIES,"Guru Gobind Singh Indraprastha University, Delhi",Private-Self Financing,Private,Delhi,North Delhi,NORTH DELHI,"PLOT NO. 8, INSTITUTIONAL AREA, SECTOR-25, ROHINI, DELHI-110085",,,,AICTE Approved,Under Graduate,Bba; Bca,270,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644926562,INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN,"INDIRA GANDHI DELHI TECHNICAL UNIVERSITY FOR WOMEN, KASHMERE GATE, DELHI",State Government University,Government,Delhi,Central Delhi,CENTRAL DELHI,KASHMERE GATE,,,,AICTE Approved,Under Graduate,Bba,90,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
